label	text_a
1	来 吧 ， 带 你们 的 朋友 ， 爱人 ， 孩子 ， 来 现场 听 风林火山 的 声音 ！
0	哥们 你 太 不 了解 行情 了 ， 他们 丫 一向 是 坐飞机 头等舱 的
1	嗯 哼 那 你 的 是 老款 咯 新款 还 满 轻巧 的
2	"电视台 的 主持人 左 一句 "" 不能 播 "" 又 一句 "" 不能 播 "" ， 甚至 "" 折迁 "" 两字 都 不能 提 。"
0	横批 ： 苦不堪言 。
2	[ 可怜 ]   早 看清楚 就 踢 了 他 了 ！
2	虽然 作为 贵州 人 我 应该 多多 宣传   但是 作为 一个 去 了 黄果树 很 多次 的 人   我 还是 忍不住 吐槽 ： 真的 有 那么 漂亮 咩 = - = 而且   我 印象 里 黄果树 这 两年 门票 出奇 的 贵   没 记错 的话 是 传说 中 的 ＂ 250 ＂ ?
4	我 去 史 一史 算了   我 还 嘲笑 过 他们 啊   我要 怎么办 啊 怎么办 ！ ！ ！ ！ ！ ！
1	比冠 稀们 还给 力 .
4	为 毛 你们 自己 有 问题 要 扯 到 108 ？
0	不带 只 猪 回来 ， 你 就 看 我 怎样 给 你们 接风 ！
3	等 还是 改 ， 纠结 啊 ！
4	大嘴巴 子扇 死 你
1	适合 特别 适合 。 。 恢复 快 ！
1	WAKAKAKA ！ ！ ！ 太牛 太 珍贵 了 ！ ！ ！
1	那同 祝 快乐
4	我 就 不信 了 ！
2	臭 大麻 ... 怎样
2	给 丁宁 红牌 的 裁判 是否 更 操蛋 ？
1	哈哈哈哈 ～
1	还有 瑟雍 和 珍云 ~ 恩赫 ~ 牛牛 和 泰萌萌 ~
0	喀山 城中 的 克里姆林宫 遗址 群是 一处 华丽 的 建筑群 遗址 ， 它 凝聚 着 几个 世纪 的 建筑 精华 。
1	这个 搞 大 了 ~ 哈哈 ~ / / @ 暄 瑄 : 这 不是 我 跟 你 的 女儿 嘛 ！ ？ ？
1	适度 撸 ， 还是 可以 的 ！ ~
2	你 儿纸 啊 ？
1	最神 的 还是 这 翻译 ， 太逗 了 ！ [ 哈哈 ] 让 你 笑 崩 的 视频 ：
4	他 上 了 警车 我 冒 着 风险 拍 了 张照 希望 能 帮 老伯 取回 公道 我 只 想 说 一句 ： 你 只是 个 城管 ！
0	关于 电荒 ， 我 找到 了 中国电力企业联合会 的 数据 ， 2010 年 ， 中国 发电 装机容量 达到 9.6 亿千瓦 ， 这是 中国 的 供应 能力 。
0	周鸿祎 与 媒体 及 个人 投资者 进行 沟通 时 表示 这 一年 压力 比 以前 更大 ， 因为 在 上市 光环 下 依然 需要 保持 创业 心态 ， 同时 他 强调 无线 和 云 服务 将 是 未来 发展 方向 。
2	当 你 什么 都 不能 为 对方 付出 时 ， 你 就 会 想 不 在 继续 了 。 毕竟 心里 有 异样 。
2	我 现在 也 很 想 摔 东西 ~ ~ 烦躁 ! !
4	我淋住 稳 你 养 莪 .. 哈哈
0	暴力 是 拳头 这 应该 叫 秩序 …
3	飕飕 的 往 领子 袖口 里 灌 ， 俩 胳膊 都 冻硬 了 ！
3	最近 很 缺钱 啊 ~ ~
0	改 密码 改 密码 。 。 。
4	艹 ！ ！ ！ ！
1	以后 也 想 早 去 。 。
4	/ / @ 南通 老 新港 镇 :   中国 最 下贱 的 就是 公务员 ！
1	支持 ， 愿 好运 降临 ， 悦耳 的 铃声 ， 妖艳 的 鲜花 ， 都 受 时间 的 限制 ， 只有 我 的 祝福 永恒 ， 愿 温馨 喜悦 幸福 … …
3	感觉 佢 好 可怜 波 …
0	今年 是 日 中 邦交 正常化 40 周年 ， 两国 将 举办 各种 活动 ， 期待 大家 踊跃 参与 ， 希望 两国间 的 情谊 纽带 越来越 巩固
0	二是 老百姓 很 幸福 （ 用 统计数据 说话 ， 国内 物价 稳定 ， 经济繁荣 ， 收入 增长 ， 人们 安居乐业 ） ；
0	就任 后 ， Andras 将 携手 旗下 狄杰斯 、 睿域 营销 、 星传 媒体 和 实力 传播 的 管理 团队 ， 大力 拓展 阳狮 锐奇 大中华区 业务 ， 同时 负责 博睿 传播 和阳 狮锐 奇新 媒体 整合 中心 的 业务 ， 并 直接 向 Klues 汇报工作 。
2	"妈 的 你们 太假 了 ( ﹁ "" ﹁ )"
0	反差 也 太大 了 … … … … … … … … … …
0	via @ 爱白 Aibai
3	的黎波里 慰队
0	今天 一个 下午 都 陪 老总 在 boss   办公室 听人 训导 了 , 到 临 下班 还有 20 分钟 才 放行 …
2	不是 睡太早 。 是 被 你 气 的 。 呵呵
1	— — 我们 是否 该 向 腾讯 致敬 呢 ？
1	爱 的 米们 3 月 来临 我们 葱 的 生日 就 到 了 此时此刻 我们 要 在 网络 中 大喊 李宇春 生日快乐 记住 是 李宇春 生日快乐 不是 葱 这样 可以 在 这个 美丽 的 3 月 中 宣传 我葱家 转 啊   亲爱 的 米们 3 月 来临 我们 葱 的 生日 就 到 了 此时此刻 我们 要 在 网络 中 大喊 李宇春 生日快乐 记住 是 李宇春 生日快乐 是 葱 这样 可以 在 这个 美丽 的 3 月 中 宣传 我 葱 大家 转 啊
3	好多 人 咩 ？
1	啊啊啊 啊啊啊 啊啊啊 啊
1	但是 我 不会 忘记 支持   @ 周杰伦 歌 M 会   的 ！ ！ [ 爱 你 ] [ 爱 你 ] 我会 继续 hold 住 我 的 第一名 的 ！
1	爱 的 作用 是 相互 的 ！ [ 可爱 ] [ ok ]
0	今晚 和 装修 师傅 一起 吃饭 ， 席间 谈到 他 的 阅读 ， 他 说 他 最 家里 没定 潇湘晨报 ， 也 没定 株洲 晚报 ， 我 本来 以为 他会 说定了 长株 潭 报 ， 但 遗憾 的 是 他 没 说 。
4	收钱 我 打死 你
1	一早 开始 陆续 收到 给督主 的 情人节 礼物 ， 各位 同事 已经 眼红 大半天 了 [ 偷笑 ]   Happy   valentine ' s   day ! @ 陈坤
1	你 怎么 敢 往 这 上 放 呢 ？ 哈哈哈
2	哇 ， 幸福 的 好 纠结 啊 。 。 。
1	我 简直 羡慕 嫉妒 恨 到 快
4	哎呀 我 哪 有 ！
1	值得 庆幸 的 是 ， 他们 都 同意 当 《 古典 工艺 家具 》 刊物 的 特邀 艺术 顾问 。
5	这点儿 ！ ！
4	我 借个 蚊 拍 你 喇 !
0	让 孩子 坐在 牛背上 [ 偷笑 ]
3	我 太 痛苦 了 ， 我 更 愿意 每天 吃 麻辣烫 …
3	病 了 病 了 ！ [ 抓狂 ]
0	曾经 的 无话不说 , 现在 的 无言以对 。
5	某 网友 晒 爱妻 的 剩余 产能 ..... 当时 我 就 震惊 了 ! ! !
3	无 主客 ： 理论 太 多 ， 实践 太 少 。
0	另 一个 女孩子 也 说 她 高中时代 的 往事 。
1	谢谢 ， 你 有 优美 文字 感动 人 的 也 可以 ， 我们 会 和 你 一起 分享
2	发贴 的 同学 ！ 你 没来 过 上海 吧 ？
4	镇长 把 《 宪法 》 往 桌子 上 一 摔 ， 说 ， 你 以为 《 宪法 》 是 给 你 看 的 吗 ， 这 是 给 联合国 看 的 ！
5	★ 惊世骇俗 啊 ！
2	请 别人 帮忙 还要 别人 向 公权力 道歉 ？
1	很 NB 啊
1	做 女人 就要 像 胡一菲 那样 ， 外貌 上 的 芭比娃娃 ， 行动 上 的 变形金刚 ， 思想 上 的 女流氓 ， 学问 上 的 东方不败 。
2	就是 要 啊 ~
0	@ 爱情 房车 案内 人   你 如果 再不来 乐点 跟 我 订房 ， 我 就 把 你 在 乐点 的 故事 写 成长 微博 ， 博 点击率 。
1	谢谢 你 杰爷
1	实在 太 好笑 了 ....
1	"- - "" 奔驰 "" ， 是 它 改变 了 交通 的 意义 ， 改变 了 人类 的 生活 方式 ！"
1	困 的 不行 都 这么 有范儿 ， 你 不带 这样儿 的 ~ ~ [ 可怜 ] [ 哈哈 ]
0	大学毕业 前一晚 ， 两人 短暂 邂逅 ， 却 深深 印入 彼此 心中 最 柔软 的 部分 。
0	用不照 ， 从 上海 把 互联网 一 光缆 掐 ， 中国 百姓 就 被 隔离 了 …
1	嘎 许多 甜品 。
1	我 想 晓得 好恰 的 馒头 是 木子 味道 ~ ~
1	也 因为 有 海岩 老师 、 冯军 哥哥 这样 的 大爱 无疆 你 知道 这个 社会 一直 是 有 希望 的
1	恰到好处 ， 很 形象
0	《 & amp ; quot ; 一画 说 & amp ; quot ; 小 议 》   ( 清 ) 石涛 《 画语录 》 云 : & amp ; quot ; 法 立于 何 ?
3	全体 学生会 嘅 成员 喺 你 宿舍楼 下用 蜡烛 为 你 祈祷 … …
1	可能 是 最美 后仰 跳投 ！
5	ABC 的 新闻 居然 拼错 单词 ！
0	这个 时辰 外面 怎么 会 很 香 呢 晚间 杜绝 零食
4	我 就 不信 你 没 看
2	是不是 有人 恶意 呀
1	哈哈 .....
1	不管 多久 没 见面 ， 我们 彼此 都 还是 老 样子 ， 脾气 差 ， 说话 大声 ， 不 注意 仪表 ， 可是 永远 笑 的 那么 开心 。
0	百武西 ｜ 无袖 肩雪纺 衬衫 ， 删除 多余 的 装饰 ， 只 剩 简约 的 笔调 ；
1	今晚 我会 坐在 电视机 前为 拜仁 慕尼黑 欢呼 ， 我 相信 他们 可以 做到 击败 皇马 闯进 决赛 ！
1	还 可以 嘛 ` ` 能 凑齐 12 张 ， 2011 恐怕 是 画 不出 12 张 了 ， 年纪 大 了 ` ` 今年 开始 要 认真 寻找 另一半 了 ` ` 最好 她 也 爱 画画 [ 害羞 ]
1	民主 万岁 !
0	不要 说 你 多 伟大 ， 不要 说 你 多 高尚 ， 晒晒 你 的 人生 ， 晒晒 你 的 一切 ， 其实 你 和 我们 一样 ， 只是 一个 平凡人 。
1	好久 我们 又 去 嘛 ~ ~ ~
4	哥要 找 工作 了 ， 求降 紫 的 资本家 剥削
0	影迷 提问 ： “ 老胡 ， 你 最想演 什么样 的 角色 ？ ”
3	据说 是 经营 不 下去 了 ， 退出 。 因为 物业费 实在 太低 。
1	又 喜 又 累 ......
0	/ / @ Lwiseleft :   转发 微博
0	这 逻辑 吾 等 望尘莫及 …
2	莫非 掉 钱 眼里 的 头儿 收 了 人家 提成 …
1	昌珉 T   T   爱死 你 了 ~ ~ ~ ~
3	palm   ， 令人 心痛 的 品牌 。
1	老妈 打电话 过来 说 她 在 杭州 ， 等 下来 上海 ， 赶快 起床 把 这 破屋 收拾 一下 ， 迎接 母后 大驾 。 。 。
5	其实 昨天下午 去 上班 ， 姐姐 看 了 我 的 访谈 说 了 这样 一句 话 ， 其实 你 以前 就是 话 痨 ， 难道 我 真的 是 话 痨 吗 ？
1	早安 。 太阳 真 美好 ！
2	我怕 辣 ， 都 辣
3	七十年 过去 了 ， 有 几个 中国 人 知道 在 影视作品 中 恶贯满盈 的 张灵甫 是 抗战 英雄 。
4	啊 呸 ！ [ 怒 ]
4	扯淡 ！
3	太 想念 你们 了 ！
0	/ / @ 宝宝 对 SUJU 的 爱 NEVER _ END :   转发 微博
0	我 去 香港 .. 不发 围脖 了 看港 铁 帅哥
4	是 你 自己 一直 都 沒 怎麼 鳥 我 ！
0	昨晚 的 海量 图 还有 排 整理 的 ！
4	MB 到 现在 三周 多 了 ！ ！
3	爽是 爽 ， 爽过 以后 就 悲剧 了 ，
1	清晨 的 小区 里 飘 着 浓浓的 炸油条 的 味道   我 喜欢 长长的 影子   让 我 占 时 忘记 自己 海拔 的 不如人意 [ 可爱 ] 早 ， 各位
1	【 世界 巡演 即将 开幕   韩庚 进入 “ 异次元 空间 ” 玩 变身 】 演唱会 舞台 的 视觉 将 以 带有 破坏 感 的 金属结构 矩阵 为 主要 元素 ， 构建 一个 “ 异次元 空间 ” ， 展现 每个 人内 心中 黑暗 和 光明 的 两面 “ 一段 近 20 分钟 音乐 加 舞蹈 的 “ 开场 秀 ” 将 拉开 这场 演唱会 的 帷幕 ” 嗷嗷 嗷 哦 ， 期待 啊 [ 得意 地笑 ] [ cai 晃头 ]
2	我 不 知道 腾讯 为什么 要 配发 这张 图来 纪念 离世 的 小悦悦 。
1	[ 心 ]   这位 妈妈 的 心 太美丽 了 [ 心 ]   / / @ 辽沈 晚报 彭宁 : 我们 搞 新闻 的 太 需要 这种 想像力 了 ， 还要 有 触类旁通 的 借鉴 力 。
0	而且 现在 遇到 事情 我 真的 一点 都 不 需要 倾诉 了 。
2	那 不 叫 赚 ， 叫 抢 ， 叫 刮 ， 叫 讹
3	看到 只 比 我 大 四五岁 的 姐姐 都 已经 有 宝宝 了 ， 仿佛 我 与 他们 的 童年 还是 在 昨天 ， 只是 一 觉醒 来 都 已经 长大 了 ， 感叹 啊 ， 时光 啊 ， 能 不能 慢点 啊 … …
0	还 在 赶往 广州 的 路上 , 今年 的 生日 真的 有点 忙碌 .
0	对 我 来说 就是 浮云 ~ 你 还 在 看 什么 ？
1	截止 4 月 7 日 收到 爱心 救助款 ； 叶 小姐 200 元 ， 吴志萍 给 宝宝 的 小 布丁 MP3 和 婴儿用品 ， 谢谢 大家 对 宝宝 的 帮助 和 祝福 ， 家人 在 此 跪谢 了 。
1	感到   一个 人 的 奥林匹克 [ 赞 ] [ 赞 ] [ 心 ] [ 心 ]
1	新款 HX 都 好 有 爱 ， 价钱 还 蛮 合理 的 ， 好多 衣服 都 特 漂亮 [ 发嗲 ]
0	邹璐 都 对 吧
4	要是 占 了 人家 茅房   主人 拉 的 屎 内个 贱货 也 得 收藏 了 啊 ？
1	心里 空空 的 是 件 幸福 的 事 。 。
0	选择 泥泞 的 道路 ， 因为 可以 使 更好 地 留下 脚印 ；
2	我 没 不 HD ， 只想 说 针对 这个 事情 而 恶意 诋毁 的 人 ， 你 和 你 的 亲人 需要 的 时候 会 没血用 。
0	最 重要 的 还是 身体健康 ， 早点 生 孩子 ( 大雾 ) ， 今年 的 新 砖 保质保量 然后 赶紧 开控 。 。
2	[ 火车 ] 地铁 挤 ， [ 感叹号 ] 你 Y 也 用不着 动 一下 叫 一声 吧 ， 你 叫 也 就 叫 了 ， [ 感叹号 ] 不用 叫 的 那么 迷离 吧 ， [ 感叹号 ] 迷离 就 迷离 了 ， 你 Y 没 必要 张着 嘴 吧 ， [ 感叹号 ] 张嘴 就 张嘴 了 ， 你 丫能 不 口臭 吗 ！
5	为什么 世界杯 年 的 金球奖 的 获得者 不是 世界杯 冠军 球队 的 队员 呢 ？
0	第二日 早 不见 了 ， 下午 又 出来 了 ， 原来 是 活 的 哦 。
1	明天 晚上 同学 请 我 去 洗个 澡 ， 拔个 罐 ， 后天 上午 打 半天 麻将 ， 下午 睡会觉 就 可以 走 了 ， 云南 ， 等 我 … …
2	早上 起床 ， 洗个 澡 ， 中午 下课 ， 洗个 澡 ， 午睡 后 ， 洗个 澡 ， 下午 下课后 ， 洗个 澡 ， 晚饭 后 洗个 澡 ， 下 晚自习 后 洗个 澡 ， 晚上 睡觉 前 ， 洗个 澡 ， 睡不着 了 ， 洗个 澡 。
1	唉   石头 和 鸡蛋 撞   我 永远 支持 鸡蛋
1	现在 说 有用吗 ？ 哈哈
5	这 也 -   - 瘦 的 太快 了 吧 =   = 我 去 ， 还是 因为 是 角度 的 原图
0	她 那么 好 ？
1	风华绝代 张国荣 ， 好 珍贵 的 照片 ， 谢谢 哥哥 的 好友 @ 新浪 娱乐   # 张国荣 #
0	如果 清风 有情 ， 那么 明月 可鉴 ；
1	CooL [ 熊猫 ]
1	/ / @ 青原 随易 : 手边 刚冒出 一本 百年孤独 ， 好多年 前 看 的 ， 属于 世界 文学史 上 里程碑式 的 作品 ， 现实 很 魔幻 。
3	我 也 要 ， 你们 等 了 多久 ？
2	有 啥 好笑 的 啊 ？ 笑点 也 太 低 了 吧
1	克里斯托弗 · 诺兰 太给力 了 ， 谁 能 阻止 蝙蝠侠 [ 真 V5 ] [ 真 V5 ] [ 真 V5 ]
0	后来 这个 消费者 只好 去 沃尔玛 买 了 个 同样 的 商品 ， 然后 把 有 质量 问题 的 那 一件 退 给 了 沃尔玛 。
1	如果 ， 如果 你 可以 在 友爱 的 包容 下 ， 随意 的 哭泣 ， 随意 的 发脾气 ， 随意 的 穿着 ， 随意 的 说话 ， 随意 的 把 自己 最最 脆弱 的 一面 发泄 出来 ， 你 知道 TA 不会 轻看 你 ， 不会 因此 骂 你 没有 出息 ， 不会 觉得 你 没有 本事 ， 不会 给 你 压力 ， 只会 默默地 看着 你 ， 聆听 ， 微笑 …
0	嫁 的 那个 人 不 一定 要 帅气 多金 , 但 一定 要 有 聪明 的 头脑 和 上进心 ；
4	真是 的 … …
1	你 老爸 真是 忒 可爱 了
0	你 住校 的 是 不 ？
1	【 卖萌 可耻 [ 花心 ] 】 @ i 周迅
2	( 中山路 和 江城 路口 ) 唯一 不 满意 的 是 价格 越卖 越贵
0	Is   back   so   much   desire ,   the   meteor   would   fall   so   heavy . 都 是 背 了 太 多 心愿 ， 流星 才 会 跌 得 那么 重 。
0	具有 补气 增血 的 作用 ， 能 治疗 怀孕 前后 的 一切 毛病 。
3	哎 …
1	可 我 始终认为 ， 除了 冯小刚 的 《 手机 》 和 李玉 的 《 苹果 》 外 ， 范冰冰 的 潜力 还 没有 被 深入 挖掘 。
1	我们 家嫁 姑娘 呢 ， 你 别急 ！ 哈哈 ！
0	时隔 大半年 ， 再 去 干 啥 ， 猛然 觉得 自己 老 了 。 。 。
1	曾 说 过 爱 你 的 ， 今天 ， 仍 是 爱 你 。
2	N年 不 发还 必须 要求 市场 时刻 供着   不然 就是 市场 错 了   再 不 就是 市场 抛弃 音乐 了
0	老 熟人 了 。
3	肯定 没 啦 ， 5555
2	一口 老血 喷屏 了 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！
3	难道 不是 定 在 碧池 吗
4	绝对 不 可以 ！
4	尼玛 今天 我 囧 团 海报 的 事 没 找 你们 算账 呢 ， 妖姐 说 ， 他们 没 素质 是 他们 的 事 我们 不能 掉价 … …
1	老妈 每天 不同 的 靓 汤 。
3	忽略 你 的 就 不是 朋友 是 你 错 把 人家 当 朋友 了
1	它 是 罕有 的 举国 维护 公平 机遇 的 成功实践 ， 给 出身 卑微 的 年轻人 以 希望 。
2	轻点 骚 了 … …
2	看见 这个 丑男 真 吃不下 饭
1	哥们 ， 该 夸 你 勇敢 还是 ..... 注意安全 ....   [ 给力 ]   ? 推荐 关注 @ 全球 热门 时 尙
2	一部分 是 弱智 ， 大多 是 怂 包 ， 不敢 直面 现实 ， 不敢 批评 造成 这一 现状 的 根源 。
3	还 没 传来 呢 。 应该 快 了 。
2	这 世道 。
3	555555555555 !
1	请 您 理解 不要 因此 而 觉得 扫兴 吧 ！
3	唉 ， 如果 没有 你 … …
1	很 牛 的 菇 凉 ！ [ good ]
3	你 还 没 过生日 嘛 ！
1	今天 听 了 陈奕迅 的 片尾曲 《 等 你 爱 我 》 ， 反复 听 着 歌 ， 看着 面画 ， 那些 曾经 年轻 的 面孔 已经 有 了 岁月 的 痕迹 ， 感谢 生命 中 的 他们 让 我们 成长 、 沉稳 、 成熟 … …
2	额 … … 这 都 能 被 逮到 、 阴魂不散 啊
0	令 你 食指大动 的 桌游 盛宴 ！
1	我 在 华天 延吉 餐厅 ( 西四 总店 ) ： 还 不错 啦 ！
1	你 告诉 我 的 好消息 我 还 没 跟 别人 说 ， 我 想 你 和 翔 哥哥 快点 来 ～
3	看不见 未来 ， 但 我 还是 期待 。
2	一直 就 不 喜欢 左边 那 东西 ， 一直 是
0	哦 甜美 的 歌 。
4	啊啊啊 ， 我要 抓狂 了 。 。 。
5	居然 把 要 接 女儿 的 事情 忘得 一干二净 。
1	我 爱 的 人们 ， 你们好 棒 ！
1	牌 打 的 也 开心 ， 车 也 顺畅 ， 我 堂哥 也 还是 那么 三俗 ， 我 也 如此 。
4	cxr 乃是 要 坑 死 爹 么 ！ ！ ！ ！ ！ ！
0	灯牌 团购 ing ~ [ ala 啊 哈哈哈 ] [ lxhx 奋斗 ] [ lxhx 走 ]
2	腾讯 ， 人人 网 ， 新浪 微博 的 电视广告 怎么 都 透 着 ccav 的 气质 ， 怎么 感觉 那么 假 呢 。 。 。
1	你们 合照 了
1	心情 激动 !
5	我 又 惊为天人 了 。
2	[ 哈哈 ] / / @ 小姑娘 永远 18 岁 :   你们 ？
0	新 的 2011 充满 了 未知 的 激情 与 色彩 ， 让 我们 一起 用 镜头 去 迎接 2011 ， 去 记录 2011 ， 去 感受 2011 ！
3	只会 顿感 孤独 ， 一个 人 一直 地 骑下去 ， 骑下去 ......
0	当年 我 把 一把 伞兵 型 的 56 式 半自动 卖 了 ， 可惜 啊 可惜 。
0	上海 的 童鞋 请 帮忙 转发 ， 并 能 伸出 援助 之手 帮助 她 ， 一根 红绳 不会 影响 你 的 生活品质 吧 ！
1	我 就是 觉得 全世界 最 漂亮 的 女人 是 我 宝宝 ， 怎么样 怎么样 ， 最 漂亮 最 可爱 最 娇柔 的 女人 就是 我宝 ， 我宝 可御姐 可 LOLI 可 仙女 可 妖魅 可 名媛 淑女 可 绝世 公子 ， 怎么样 怎么样 ， 哦 耶 ， 我宝 无敌 ， 萌翻 一万万 人 [ 耶 ]
2	/ / @ MsCloudy _ 快点 瘦 :   卧槽 。 。 。 。 。
2	反腐败 不该 是 由内而外 得 过程 ， 而 应该 是 由 外 而 内 的 过程 ， 外部 的 监督 和 问责 是 做 有效 的 ， 你 让 内部 的 人来 管 ， 贼喊捉贼 ， 效果 能 好 才 怪 ！
2	周末 愉快 啊
1	美丽 和 时尚 的 源头 啊 ！
0	我 才 发现 ， 原来 感性 的 人会 多 想 很多很多 。
3	请 允许 我 最后 一次 这样 叫 你 吧 !
0	好 在 她 一 开门 就 放 我 心肝 演唱会 。 。
4	一群 SJB ！ ！ ！
0	领牌 片瓦 升旗 地 ， 让 他 三寸 又 何妨 ？
2	学 电视 的 却 连 基本 的 技术 都 不 愿意 花 时间 掌握 ， 真是 夫复 何言 ！
1	放心 ， 我 祭酒 的 时候 ， 发微博 给 你 ！ 呵呵 呵
1	哈哈 夸得 真磁实 ！
3	这个 肿 么 不爱特 我 了 ？
3	明晚 要 奔赴 坂田 咧 5555555555
1	祝晨 梦 初醒 四周 年 快乐 ！
1	坚持到底 。
2	我 好 想 戒掉 微博 ...
0	是 昨晚 公布 的 三个 单元 中 唯一 一件 大中华区 获奖作品 。
1	[ 哈哈 ] 茶叶 到 啦 ！ ！
1	反正 是 围观 神马 的 最乐 呵 了 ~
3	羡慕 妒忌 。 。 不恨
2	哎 。 这 都 什么 年代 呀 ？ 啥 情况 也 可以 ！
1	那 是 相当 的 亮 啊
5	有人 网上 看过 照片 没 留言 没 转发 ， 最后 疯 了 ~ ~ ~
1	我们 挺 你   [ 视频 ]
1	请 记得 ■ 身份证 ■ 准考证 ■ 2B 铅笔 ■ 中性笔 ■ 橡皮 ■ 尺子 ■ 圆规 ■ 水瓶   ■ 手表 ■ 面巾纸   ■ 自信 ■ 还有 微笑 （ 再 把 我 的 祝福 带给 你 ） 转发给 你 珍视 的 人 , 幸运 与你同在 - - - - - 努力 过 的 同学 们 ， 高考 必胜 ！ ！
2	是 谁 说 & amp ; quot ; 养儿防老 & amp ; quot ; 的 ?
1	这 女孩 太 可爱 了 吧   哈哈哈哈   / / @ 抽象 李飒 : 好 猛 ， 哈哈 ， 希望 我 姑娘 将来 遇到 这种 情况 也 能 如此 临危不惧 。
3	通胀 的 猪肉 伤不起 啊 [ 泪 ]
2	[ 抓狂 ] 嗷嗷 嗷 ， 我们 学校 怎么 这样 ， 竟然 给 我 补课 到 星期天 才 放假 ， 关键 是 你 还要 上 晚自习 ......
1	这个 笔记本 电源 出门 很 给 力 。
2	常年 或 偶尔 出没 机场 的 各位 中外 友好 注意 了 ： 请 在 一 米线 外 等候 ~ ~ pleasewaitoutsiderice - flournoodle ~ ~ 一 米线 = 一碗 米线 ？ !
0	老人 始终 面 带笑 告诉 他 要 买 发卡 。
0	丨 人成 各 ， 今非 昨 ， 病魂常似 秋千 索 。
0	她 说 ， 对于 音乐 ， 她 是 可以 抛开 所有 的 。
0	2.6 . 7.10 . 11 貌似 ...
0	日 、 俄 不服 。
1	可以 报销 机票 嘛 ？ 我 也 参加
2	你 到底 要 怎么 折腾 我 折磨 我 。
0	迭额 就 叫 模子 ！ ！ [ 赞 ]
1	敬业 态度 伤不起 呀 ， 有木有 ！ ！ ！
1	呵呵 相当 吓人 ！
2	现实 居然 如此 太 伤人 ， 我 顿时 幻灭 了 。
1	多 慈祥 。 。 。
5	[ 泪 ]   [ 泪 ]   是 朴有 天 啊 ！
1	看书 ， 藏书 ， 乐趣 无穷 呢 ！
1	"[ 泪 ]   @ 王久辛 ： 我 给 教育部长 建议 "" 砍 一半 中小学 教材 , 让 教育 彻底 慢下来 !"
1	好 吧 牛 掰 的 小孩 不 需要 道理 ， 六一 快乐 ~
3	我 从此 只能 仰视 亲 了 ~ ~ ~ ~ ( T   ^   T )
1	天天 中意 怎样 放肆 大声 说话 狂笑 怎样 爆粗 闹人 。
2	我 看到 的 情况 是 商场 乘机 收钱 ， 农贸市场 照旧 ， 没有 监督管理 有 啥 用 ， 不是 发个 命令 就 可以 了 ， 发布 规则 只是 开始 而 不是 结束 ， 另外 ， 源头 还 在 ， 这些 措施 都 没有 用
3	喝酒 喝醉 真 难受 ， 喝水 喝 吐 更 难受
0	工业 设计 看得 越 多 ， 就 越 觉得 手机 做成 不能 换 电池 是 必须 的 ， 一个 接近 完美 的 手持 设备 ， 要 去掉 一切 能 去掉 的 插槽 、 插孔 、 按键 ， 甚至 是 缝隙 。
1	唱 其他 的 还 真 没有 那种 感觉 ！
2	懒 ！
2	非 要 成天 唉声叹气 娘娘腔 似的 。 。 。
0	蜂蜜 柠檬 、 柠檬 C 芦荟 优多 、 布丁 奶茶 、 烤 奶茶 、 蛋糕 珍珠奶茶 、 红豆 布丁 烤 奶茶 、 柠檬 弹珠 、 烤 珍珠奶茶 、 抹 茶 红豆冰 沙 、 巧克力 蛋糕 奶茶 等 .....
1	够 了 吧 睡 了 这么久
3	吴 师傅 ， 一路 走 好 ！ [ 视频 ]
1	我 爸妈 比较 欣慰 的 就是 还有 你 比 我 更 2 , 还 生活 的 不错
1	也许 大家 是 不大 喜欢 ZARA ... 但 今天 逛 了 三遍 ， 三遍 都 有 收获 ， 我 想 ， 可能 是因为 只有 它 没有 在 排队 啩 ， 胖子 买 到 几条 合适 的 裤子 好 嗨 心 呢 ， 只是 一个月 工资 怎么 就 没 了 呢 。
1	哎 呦 ， 讨厌 。
1	忙 完 这阵子 ， 我要 好好 休息 一下 ， 得 琢磨 琢磨 去 哪里 旅游 ， 当 个 优哉游哉 的 驴友 ~ ~ ~ [ 馋嘴 ]
1	你 倒贴 我 几百万 ， 法海 我 就 勉强 收 了 你 ， 哈哈
0	然后 他 的 老师 说   麦兜 啊   你 终于 找到 人生 的 真谛
1	说不定 还 能 找到 自己 的 朋友 噢 [ 奥特曼 ]   [ 给力 ]   [ 干杯 ]   [ 哈尼 兔耶 ]
4	你 他 妈 想 这样 去 圈 饭 吗 ? ?
3	— — 我 最 喜欢 的 咸蛋 黄 [ 泪 ] … …
2	什么 时候 才能 扭转 这样 的 局面 啊 ？
4	本来 出台 摇号 就是 个 sb 政策 ， 现在 准备 惩罚 摇到 号 不 买车 的 人 ， 这 更 tmd 傻 boyi
4	就是 的 ， 这种 事情 最目 乱 了 ！ 可怜 的 娃 以后 注意 点干 啥事 都 要 小心 ！
3	我 还 在 可惜 没买瓶 可乐 回来 。 。 。
0	北海 公安 造假 案子 ， 你们 做好 请 律师 为 你们 辩护 的 准备 了 吗 ？
5	被 国人 误传 了 几千年 的 八句 俗语 ， 不看 不 知道 ， 世界 还 真 奇妙 ！
2	啊 噗 噗 噗 ！
